Burial rate: 
1e-4 cm/yr      1e-3 cm/yr      1e-2 cm/yr      1e-1 cm/yr      0.5 cm/yr 
1.925317e-08    1.925332e-09    1.925334e-10    1.925334e-11    3.850668e-12 
1.949877e-08    1.949893e-09    1.949894e-10    1.949895e-11    3.899789e-12 
1.974750e-08    1.974766e-09    1.974768e-10    1.974768e-11    3.949536e-12 
1.999940e-08    1.999957e-09    1.999959e-10    1.999959e-11    3.999918e-12 
2.025451e-08    2.025469e-09    2.025470e-10    2.025471e-11    4.050941e-12 
2.051288e-08    2.051306e-09    2.051308e-10    2.051308e-11    4.102615e-12 
2.077454e-08    2.077472e-09    2.077474e-10    2.077474e-11    4.154948e-12 
2.103953e-08    2.103972e-09    2.103974e-10    2.103974e-11    4.207949e-12 
2.130790e-08    2.130810e-09    2.130812e-10    2.130812e-11    4.261624e-12 
2.157970e-08    2.157990e-09    2.157992e-10    2.157992e-11    4.315985e-12 
2.185496e-08    2.185516e-09    2.185519e-10    2.185519e-11    4.371038e-12 
2.213373e-08    2.213394e-09    2.213396e-10    2.213396e-11    4.426793e-12 
2.241605e-08    2.241627e-09    2.241629e-10    2.241629e-11    4.483259e-12 
2.270197e-08    2.270220e-09    2.270222e-10    2.270222e-11    4.540444e-12 
2.299154e-08    2.299177e-09    2.299179e-10    2.299180e-11    4.598359e-12 
2.328480e-08    2.328503e-09    2.328506e-10    2.328506e-11    4.657012e-12 
2.358180e-08    2.358204e-09    2.358206e-10    2.358207e-11    4.716413e-12 
2.388258e-08    2.388283e-09    2.388286e-10    2.388286e-11    4.776572e-12 
2.418720e-08    2.418746e-09    2.418748e-10    2.418748e-11    4.837497e-12 
2.449570e-08    2.449596e-09    2.449599e-10    2.449599e-11    4.899199e-12 
2.480814e-08    2.480841e-09    2.480843e-10    2.480844e-11    4.961688e-12 
2.512456e-08    2.512483e-09    2.512486e-10    2.512486e-11    5.024973e-12 
2.544501e-08    2.544529e-09    2.544532e-10    2.544532e-11    5.089065e-12 
2.576955e-08    2.576984e-09    2.576987e-10    2.576987e-11    5.153974e-12 
2.609822e-08    2.609852e-09    2.609855e-10    2.609855e-11    5.219711e-12 
2.643109e-08    2.643139e-09    2.643142e-10    2.643143e-11    5.286286e-12 
2.676820e-08    2.676851e-09    2.676854e-10    2.676855e-11    5.353709e-12 
2.710960e-08    2.710992e-09    2.710996e-10    2.710996e-11    5.421992e-12 
2.745536e-08    2.745569e-09    2.745573e-10    2.745573e-11    5.491146e-12 
2.780553e-08    2.780587e-09    2.780590e-10    2.780591e-11    5.561181e-12 
2.816016e-08    2.816051e-09    2.816054e-10    2.816055e-11    5.632110e-12 
2.851931e-08    2.851967e-09    2.851971e-10    2.851971e-11    5.703942e-12 
2.888304e-08    2.888341e-09    2.888345e-10    2.888345e-11    5.776690e-12 
2.925141e-08    2.925179e-09    2.925183e-10    2.925183e-11    5.850366e-12 
2.962447e-08    2.962486e-09    2.962490e-10    2.962491e-11    5.924981e-12 
3.000229e-08    3.000269e-09    3.000273e-10    3.000274e-11    6.000548e-12 
3.038493e-08    3.038534e-09    3.038538e-10    3.038539e-11    6.077077e-12 
3.077245e-08    3.077287e-09    3.077291e-10    3.077291e-11    6.154583e-12 
3.116490e-08    3.116533e-09    3.116538e-10    3.116538e-11    6.233076e-12 
3.156236e-08    3.156280e-09    3.156285e-10    3.156285e-11    6.312571e-12 
3.196489e-08    3.196534e-09    3.196539e-10    3.196539e-11    6.393078e-12 
3.237254e-08    3.237301e-09    3.237306e-10    3.237306e-11    6.474612e-12 
3.278540e-08    3.278588e-09    3.278592e-10    3.278593e-11    6.557186e-12 
3.320351e-08    3.320401e-09    3.320406e-10    3.320406e-11    6.640812e-12 
3.362696e-08    3.362747e-09    3.362752e-10    3.362752e-11    6.725505e-12 
3.405581e-08    3.405633e-09    3.405638e-10    3.405638e-11    6.811277e-12 
3.449012e-08    3.449065e-09    3.449071e-10    3.449071e-11    6.898143e-12 
3.492997e-08    3.493052e-09    3.493057e-10    3.493058e-11    6.986116e-12 
3.537543e-08    3.537599e-09    3.537605e-10    3.537605e-11    7.075211e-12 
3.582657e-08    3.582714e-09    3.582720e-10    3.582721e-11    7.165441e-12 
3.628346e-08    3.628404e-09    3.628410e-10    3.628411e-11    7.256822e-12 
3.674617e-08    3.674677e-09    3.674683e-10    3.674684e-11    7.349368e-12 
3.721478e-08    3.721540e-09    3.721546e-10    3.721547e-11    7.443094e-12 
3.768937e-08    3.769000e-09    3.769007e-10    3.769007e-11    7.538015e-12 
3.817000e-08    3.817065e-09    3.817072e-10    3.817073e-11    7.634146e-12 
3.865677e-08    3.865744e-09    3.865750e-10    3.865751e-11    7.731502e-12 
3.914973e-08    3.915042e-09    3.915049e-10    3.915050e-11    7.830100e-12 
3.964899e-08    3.964969e-09    3.964977e-10    3.964977e-11    7.929955e-12 
4.015461e-08    4.015533e-09    4.015540e-10    4.015541e-11    8.031082e-12 
4.066667e-08    4.066741e-09    4.066749e-10    4.066750e-11    8.133500e-12 
4.118526e-08    4.118603e-09    4.118610e-10    4.118611e-11    8.237222e-12 
4.171047e-08    4.171125e-09    4.171133e-10    4.171134e-11    8.342267e-12 
4.224237e-08    4.224317e-09    4.224325e-10    4.224326e-11    8.448652e-12 
4.278105e-08    4.278187e-09    4.278195e-10    4.278196e-11    8.556393e-12 
4.332659e-08    4.332744e-09    4.332752e-10    4.332753e-11    8.665507e-12 
4.387910e-08    4.387996e-09    4.388005e-10    4.388006e-11    8.776012e-12 
4.443864e-08    4.443953e-09    4.443962e-10    4.443963e-11    8.887926e-12 
4.500532e-08    4.500623e-09    4.500633e-10    4.500634e-11    9.001267e-12 
4.557922e-08    4.558016e-09    4.558026e-10    4.558027e-11    9.116053e-12 
4.616044e-08    4.616141e-09    4.616150e-10    4.616151e-11    9.232303e-12 
4.674907e-08    4.675006e-09    4.675016e-10    4.675017e-11    9.350034e-12 
4.734521e-08    4.734622e-09    4.734632e-10    4.734633e-11    9.469267e-12 
4.794894e-08    4.794998e-09    4.795008e-10    4.795009e-11    9.590019e-12 
4.856037e-08    4.856144e-09    4.856154e-10    4.856155e-11    9.712311e-12 
4.917960e-08    4.918069e-09    4.918080e-10    4.918081e-11    9.836162e-12 
4.980671e-08    4.980784e-09    4.980795e-10    4.980796e-11    9.961592e-12 
5.044183e-08    5.044298e-09    5.044309e-10    5.044311e-11    1.008862e-11 
5.108504e-08    5.108622e-09    5.108634e-10    5.108635e-11    1.021727e-11 
5.173645e-08    5.173766e-09    5.173778e-10    5.173779e-11    1.034756e-11 
5.239616e-08    5.239740e-09    5.239753e-10    5.239754e-11    1.047951e-11 
5.306429e-08    5.306556e-09    5.306569e-10    5.306570e-11    1.061314e-11 
5.374093e-08    5.374224e-09    5.374237e-10    5.374238e-11    1.074848e-11 
5.442620e-08    5.442754e-09    5.442767e-10    5.442769e-11    1.088554e-11 
5.512020e-08    5.512158e-09    5.512172e-10    5.512173e-11    1.102435e-11 
5.582305e-08    5.582447e-09    5.582461e-10    5.582462e-11    1.116492e-11 
5.653487e-08    5.653631e-09    5.653646e-10    5.653647e-11    1.130730e-11 
5.725575e-08    5.725724e-09    5.725739e-10    5.725740e-11    1.145148e-11 
5.798583e-08    5.798735e-09    5.798751e-10    5.798752e-11    1.159750e-11 
5.872521e-08    5.872678e-09    5.872693e-10    5.872695e-11    1.174539e-11 
5.947402e-08    5.947563e-09    5.947579e-10    5.947581e-11    1.189516e-11 
6.023238e-08    6.023402e-09    6.023419e-10    6.023421e-11    1.204684e-11 
6.100040e-08    6.100209e-09    6.100226e-10    6.100228e-11    1.220046e-11 
6.177822e-08    6.177995e-09    6.178012e-10    6.178014e-11    1.235603e-11 
6.256595e-08    6.256773e-09    6.256790e-10    6.256792e-11    1.251358e-11 
6.336372e-08    6.336554e-09    6.336573e-10    6.336575e-11    1.267315e-11 
6.417166e-08    6.417353e-09    6.417372e-10    6.417374e-11    1.283475e-11 
6.498991e-08    6.499182e-09    6.499202e-10    6.499204e-11    1.299841e-11 
6.581858e-08    6.582055e-09    6.582075e-10    6.582077e-11    1.316415e-11 
6.665782e-08    6.665984e-09    6.666004e-10    6.666006e-11    1.333201e-11 
6.750776e-08    6.750983e-09    6.751003e-10    6.751005e-11    1.350201e-11 
6.836853e-08    6.837065e-09    6.837086e-10    6.837089e-11    1.367418e-11 
6.924027e-08    6.924245e-09    6.924267e-10    6.924269e-11    1.384854e-11 
7.012313e-08    7.012536e-09    7.012559e-10    7.012561e-11    1.402512e-11 
7.101724e-08    7.101953e-09    7.101977e-10    7.101979e-11    1.420396e-11 
7.192275e-08    7.192510e-09    7.192534e-10    7.192536e-11    1.438507e-11 
7.283981e-08    7.284222e-09    7.284246e-10    7.284249e-11    1.456850e-11 
7.376855e-08    7.377103e-09    7.377128e-10    7.377130e-11    1.475426e-11 
7.470914e-08    7.471168e-09    7.471193e-10    7.471196e-11    1.494239e-11 
7.566171e-08    7.566432e-09    7.566458e-10    7.566461e-11    1.513292e-11 
7.662643e-08    7.662910e-09    7.662937e-10    7.662940e-11    1.532588e-11 
7.760345e-08    7.760619e-09    7.760647e-10    7.760649e-11    1.552130e-11 
7.859292e-08    7.859573e-09    7.859602e-10    7.859604e-11    1.571921e-11 
7.959501e-08    7.959789e-09    7.959818e-10    7.959821e-11    1.591964e-11 
8.060987e-08    8.061283e-09    8.061312e-10    8.061315e-11    1.612263e-11 
8.163767e-08    8.164070e-09    8.164101e-10    8.164104e-11    1.632821e-11 
8.267857e-08    8.268168e-09    8.268199e-10    8.268202e-11    1.653641e-11 
8.373274e-08    8.373593e-09    8.373625e-10    8.373628e-11    1.674726e-11 
8.480035e-08    8.480362e-09    8.480395e-10    8.480398e-11    1.696080e-11 
8.588156e-08    8.588492e-09    8.588526e-10    8.588529e-11    1.717706e-11 
8.697657e-08    8.698001e-09    8.698036e-10    8.698039e-11    1.739608e-11 
8.808553e-08    8.808906e-09    8.808941e-10    8.808945e-11    1.761789e-11 
8.920862e-08    8.921225e-09    8.921261e-10    8.921265e-11    1.784253e-11 
9.034604e-08    9.034976e-09    9.035013e-10    9.035017e-11    1.807003e-11 
9.149795e-08    9.150176e-09    9.150215e-10    9.150219e-11    1.830044e-11 
9.266455e-08    9.266846e-09    9.266885e-10    9.266889e-11    1.853378e-11 
9.384602e-08    9.385003e-09    9.385043e-10    9.385047e-11    1.877010e-11 
9.504255e-08    9.504667e-09    9.504708e-10    9.504712e-11    1.900942e-11 
9.625433e-08    9.625855e-09    9.625898e-10    9.625902e-11    1.925180e-11 
9.748156e-08    9.748590e-09    9.748633e-10    9.748637e-11    1.949728e-11 
9.872444e-08    9.872888e-09    9.872933e-10    9.872937e-11    1.974588e-11 
9.998316e-08    9.998772e-09    9.998817e-10    9.998822e-11    1.999764e-11 
1.012579e-07    1.012626e-08    1.012631e-09    1.012631e-10    2.025262e-11 
1.025489e-07    1.025537e-08    1.025542e-09    1.025543e-10    2.051085e-11 
1.038564e-07    1.038613e-08    1.038618e-09    1.038619e-10    2.077238e-11 
1.051806e-07    1.051856e-08    1.051861e-09    1.051862e-10    2.103723e-11 
1.065216e-07    1.065268e-08    1.065273e-09    1.065273e-10    2.130547e-11 
1.078797e-07    1.078850e-08    1.078855e-09    1.078856e-10    2.157712e-11 
1.092551e-07    1.092606e-08    1.092611e-09    1.092612e-10    2.185223e-11 
1.106481e-07    1.106537e-08    1.106542e-09    1.106543e-10    2.213086e-11 
1.120588e-07    1.120645e-08    1.120651e-09    1.120652e-10    2.241303e-11 
1.134875e-07    1.134934e-08    1.134940e-09    1.134940e-10    2.269881e-11 
1.149344e-07    1.149404e-08    1.149410e-09    1.149411e-10    2.298822e-11 
1.163998e-07    1.164060e-08    1.164066e-09    1.164066e-10    2.328133e-11 
1.178838e-07    1.178902e-08    1.178908e-09    1.178909e-10    2.357817e-11 
1.193868e-07    1.193933e-08    1.193939e-09    1.193940e-10    2.387880e-11 
1.209089e-07    1.209156e-08    1.209162e-09    1.209163e-10    2.418326e-11 
1.224504e-07    1.224572e-08    1.224579e-09    1.224580e-10    2.449160e-11 
1.240116e-07    1.240186e-08    1.240193e-09    1.240194e-10    2.480387e-11 
1.255926e-07    1.255998e-08    1.256006e-09    1.256006e-10    2.512013e-11 
1.271939e-07    1.272012e-08    1.272020e-09    1.272021e-10    2.544041e-11 
1.288155e-07    1.288231e-08    1.288238e-09    1.288239e-10    2.576478e-11 
1.304578e-07    1.304656e-08    1.304664e-09    1.304664e-10    2.609329e-11 
1.321210e-07    1.321290e-08    1.321298e-09    1.321299e-10    2.642598e-11 
1.338055e-07    1.338137e-08    1.338145e-09    1.338146e-10    2.676291e-11 
1.355114e-07    1.355198e-08    1.355206e-09    1.355207e-10    2.710414e-11 
1.372391e-07    1.372477e-08    1.372485e-09    1.372486e-10    2.744972e-11 
1.389888e-07    1.389976e-08    1.389985e-09    1.389985e-10    2.779971e-11 
1.407607e-07    1.407698e-08    1.407707e-09    1.407708e-10    2.815416e-11 
1.425553e-07    1.425646e-08    1.425655e-09    1.425656e-10    2.851312e-11 
1.443728e-07    1.443823e-08    1.443832e-09    1.443833e-10    2.887667e-11 
1.462134e-07    1.462231e-08    1.462241e-09    1.462242e-10    2.924485e-11 
1.480775e-07    1.480875e-08    1.480885e-09    1.480886e-10    2.961772e-11 
1.499653e-07    1.499756e-08    1.499766e-09    1.499767e-10    2.999534e-11 
1.518772e-07    1.518878e-08    1.518888e-09    1.518889e-10    3.037778e-11 
1.538135e-07    1.538243e-08    1.538254e-09    1.538255e-10    3.076510e-11 
1.557745e-07    1.557855e-08    1.557866e-09    1.557868e-10    3.115735e-11 
1.577604e-07    1.577718e-08    1.577729e-09    1.577730e-10    3.155461e-11 
1.597717e-07    1.597833e-08    1.597845e-09    1.597846e-10    3.195693e-11 
1.618086e-07    1.618206e-08    1.618217e-09    1.618219e-10    3.236438e-11 
1.638715e-07    1.638837e-08    1.638850e-09    1.638851e-10    3.277702e-11 
1.659606e-07    1.659732e-08    1.659745e-09    1.659746e-10    3.319492e-11 
1.680764e-07    1.680893e-08    1.680906e-09    1.680908e-10    3.361815e-11 
1.702192e-07    1.702324e-08    1.702338e-09    1.702339e-10    3.404678e-11 
1.723893e-07    1.724029e-08    1.724042e-09    1.724044e-10    3.448087e-11 
1.745870e-07    1.746010e-08    1.746023e-09    1.746025e-10    3.492050e-11 
1.768128e-07    1.768271e-08    1.768285e-09    1.768286e-10    3.536573e-11 
1.790669e-07    1.790816e-08    1.790830e-09    1.790832e-10    3.581664e-11 
1.813498e-07    1.813648e-08    1.813663e-09    1.813665e-10    3.627329e-11 
1.836617e-07    1.836772e-08    1.836787e-09    1.836788e-10    3.673577e-11 
1.860032e-07    1.860190e-08    1.860206e-09    1.860207e-10    3.720415e-11 
1.883745e-07    1.883907e-08    1.883923e-09    1.883924e-10    3.767849e-11 
1.907760e-07    1.907926e-08    1.907942e-09    1.907944e-10    3.815888e-11 
1.932081e-07    1.932251e-08    1.932268e-09    1.932270e-10    3.864540e-11 
1.956712e-07    1.956887e-08    1.956904e-09    1.956906e-10    3.913812e-11 
1.981657e-07    1.981836e-08    1.981854e-09    1.981856e-10    3.963712e-11 
2.006920e-07    2.007104e-08    2.007122e-09    2.007124e-10    4.014249e-11 
2.032505e-07    2.032694e-08    2.032713e-09    2.032714e-10    4.065429e-11 
2.058416e-07    2.058610e-08    2.058629e-09    2.058631e-10    4.117262e-11 
2.084658e-07    2.084856e-08    2.084876e-09    2.084878e-10    4.169756e-11 
2.111234e-07    2.111437e-08    2.111458e-09    2.111460e-10    4.222920e-11 
2.138148e-07    2.138357e-08    2.138378e-09    2.138380e-10    4.276761e-11 
2.165406e-07    2.165620e-08    2.165642e-09    2.165644e-10    4.331288e-11 
2.193011e-07    2.193231e-08    2.193253e-09    2.193255e-10    4.386511e-11 
2.220968e-07    2.221194e-08    2.221216e-09    2.221218e-10    4.442437e-11 
2.249282e-07    2.249513e-08    2.249536e-09    2.249538e-10    4.499077e-11 
2.277956e-07    2.278193e-08    2.278217e-09    2.278219e-10    4.556438e-11 
2.306996e-07    2.307239e-08    2.307263e-09    2.307266e-10    4.614531e-11 
2.336405e-07    2.336655e-08    2.336680e-09    2.336682e-10    4.673365e-11 
2.366190e-07    2.366446e-08    2.366472e-09    2.366474e-10    4.732949e-11 
2.396355e-07    2.396617e-08    2.396643e-09    2.396646e-10    4.793292e-11 
2.426903e-07    2.427173e-08    2.427200e-09    2.427202e-10    4.854405e-11 
2.457842e-07    2.458118e-08    2.458145e-09    2.458148e-10    4.916297e-11 
2.489174e-07    2.489457e-08    2.489486e-09    2.489489e-10    4.978978e-11 
2.520906e-07    2.521197e-08    2.521226e-09    2.521229e-10    5.042458e-11 
2.553043e-07    2.553340e-08    2.553370e-09    2.553373e-10    5.106747e-11 
2.585589e-07    2.585894e-08    2.585925e-09    2.585928e-10    5.171856e-11 
2.618549e-07    2.618863e-08    2.618894e-09    2.618897e-10    5.237795e-11 
2.651930e-07    2.652252e-08    2.652284e-09    2.652287e-10    5.304574e-11 
2.685737e-07    2.686066e-08    2.686099e-09    2.686102e-10    5.372205e-11 
2.719974e-07    2.720312e-08    2.720346e-09    2.720349e-10    5.440699e-11 
2.754647e-07    2.754994e-08    2.755029e-09    2.755032e-10    5.510065e-11 
2.789763e-07    2.790119e-08    2.790154e-09    2.790158e-10    5.580316e-11 
2.825326e-07    2.825691e-08    2.825727e-09    2.825731e-10    5.651462e-11 
2.861342e-07    2.861716e-08    2.861754e-09    2.861758e-10    5.723516e-11 
2.897818e-07    2.898201e-08    2.898240e-09    2.898244e-10    5.796488e-11 
2.934758e-07    2.935152e-08    2.935191e-09    2.935195e-10    5.870391e-11 
2.972169e-07    2.972573e-08    2.972613e-09    2.972617e-10    5.945235e-11 
3.010057e-07    3.010471e-08    3.010512e-09    3.010517e-10    6.021034e-11 
3.048428e-07    3.048852e-08    3.048895e-09    3.048899e-10    6.097799e-11 
3.087288e-07    3.087723e-08    3.087767e-09    3.087771e-10    6.175543e-11 
3.126643e-07    3.127089e-08    3.127134e-09    3.127139e-10    6.254278e-11 
3.166499e-07    3.166958e-08    3.167003e-09    3.167008e-10    6.334017e-11 
3.206864e-07    3.207334e-08    3.207381e-09    3.207386e-10    6.414772e-11 
3.247743e-07    3.248225e-08    3.248273e-09    3.248278e-10    6.496557e-11 
3.289143e-07    3.289638e-08    3.289687e-09    3.289692e-10    6.579385e-11 
3.331071e-07    3.331578e-08    3.331629e-09    3.331634e-10    6.663269e-11 
3.373533e-07    3.374053e-08    3.374105e-09    3.374110e-10    6.748222e-11 
3.416536e-07    3.417070e-08    3.417123e-09    3.417128e-10    6.834258e-11 
3.460087e-07    3.460635e-08    3.460689e-09    3.460695e-10    6.921391e-11 
3.504194e-07    3.504755e-08    3.504811e-09    3.504817e-10    7.009635e-11 
3.548862e-07    3.549438e-08    3.549495e-09    3.549501e-10    7.099003e-11 
3.594100e-07    3.594690e-08    3.594749e-09    3.594755e-10    7.189512e-11 
3.639914e-07    3.640520e-08    3.640580e-09    3.640586e-10    7.281174e-11 
3.686312e-07    3.686934e-08    3.686996e-09    3.687002e-10    7.374005e-11 
3.733302e-07    3.733939e-08    3.734003e-09    3.734009e-10    7.468019e-11 
3.780890e-07    3.781544e-08    3.781609e-09    3.781615e-10    7.563232e-11 
3.829085e-07    3.829755e-08    3.829822e-09    3.829829e-10    7.659659e-11 
3.877894e-07    3.878581e-08    3.878650e-09    3.878657e-10    7.757315e-11 
3.927325e-07    3.928030e-08    3.928100e-09    3.928107e-10    7.856216e-11 
3.977386e-07    3.978109e-08    3.978181e-09    3.978188e-10    7.956378e-11 
4.028085e-07    4.028826e-08    4.028901e-09    4.028908e-10    8.057817e-11 
4.079430e-07    4.080190e-08    4.080266e-09    4.080274e-10    8.160549e-11 
4.131429e-07    4.132209e-08    4.132287e-09    4.132295e-10    8.264591e-11 
4.184091e-07    4.184891e-08    4.184971e-09    4.184979e-10    8.369960e-11 
4.237424e-07    4.238245e-08    4.238327e-09    4.238335e-10    8.476672e-11 
4.291437e-07    4.292279e-08    4.292363e-09    4.292371e-10    8.584744e-11 
4.346138e-07    4.347001e-08    4.347088e-09    4.347096e-10    8.694194e-11 
4.401536e-07    4.402421e-08    4.402510e-09    4.402519e-10    8.805039e-11 
4.457640e-07    4.458548e-08    4.458639e-09    4.458648e-10    8.917298e-11 
4.514459e-07    4.515391e-08    4.515484e-09    4.515493e-10    9.030988e-11 
4.572002e-07    4.572958e-08    4.573053e-09    4.573063e-10    9.146127e-11 
4.630278e-07    4.631258e-08    4.631356e-09    4.631366e-10    9.262734e-11 
4.689297e-07    4.690303e-08    4.690403e-09    4.690413e-10    9.380828e-11 
4.749068e-07    4.750099e-08    4.750202e-09    4.750213e-10    9.500427e-11 
4.809601e-07    4.810659e-08    4.810764e-09    4.810775e-10    9.621552e-11 
4.870905e-07    4.871990e-08    4.872098e-09    4.872109e-10    9.744220e-11 
4.932990e-07    4.934103e-08    4.934214e-09    4.934225e-10    9.868452e-11 
4.995867e-07    4.997008e-08    4.997122e-09    4.997133e-10    9.994268e-11 
5.059544e-07    5.060714e-08    5.060831e-09    5.060843e-10    1.012169e-10 
5.124033e-07    5.125233e-08    5.125353e-09    5.125365e-10    1.025073e-10 
5.189344e-07    5.190575e-08    5.190698e-09    5.190710e-10    1.038142e-10 
5.255487e-07    5.256749e-08    5.256876e-09    5.256888e-10    1.051378e-10 
5.322472e-07    5.323767e-08    5.323897e-09    5.323910e-10    1.064782e-10 
5.390312e-07    5.391640e-08    5.391773e-09    5.391786e-10    1.078357e-10 
5.459015e-07    5.460378e-08    5.460514e-09    5.460528e-10    1.092106e-10 
5.528594e-07    5.529992e-08    5.530131e-09    5.530145e-10    1.106029e-10 
5.599060e-07    5.600493e-08    5.600637e-09    5.600651e-10    1.120130e-10 
5.670423e-07    5.671893e-08    5.672040e-09    5.672055e-10    1.134411e-10 
5.742696e-07    5.744204e-08    5.744355e-09    5.744370e-10    1.148874e-10 
5.815890e-07    5.817436e-08    5.817591e-09    5.817606e-10    1.163522e-10 
5.890016e-07    5.891602e-08    5.891761e-09    5.891777e-10    1.178356e-10 
5.965087e-07    5.966713e-08    5.966876e-09    5.966892e-10    1.193379e-10 
6.041114e-07    6.042782e-08    6.042949e-09    6.042966e-10    1.208593e-10 
6.118110e-07    6.119821e-08    6.119992e-09    6.120009e-10    1.224002e-10 
6.196087e-07    6.197842e-08    6.198017e-09    6.198035e-10    1.239607e-10 
6.275057e-07    6.276857e-08    6.277037e-09    6.277055e-10    1.255411e-10 
6.355034e-07    6.356880e-08    6.357065e-09    6.357083e-10    1.271417e-10 
6.436029e-07    6.437923e-08    6.438112e-09    6.438131e-10    1.287627e-10 
6.518056e-07    6.519999e-08    6.520193e-09    6.520213e-10    1.304043e-10 
6.601129e-07    6.603121e-08    6.603320e-09    6.603340e-10    1.320668e-10 
6.685260e-07    6.687303e-08    6.687508e-09    6.687528e-10    1.337506e-10 
6.770463e-07    6.772558e-08    6.772768e-09    6.772789e-10    1.354558e-10 
6.856751e-07    6.858901e-08    6.859116e-09    6.859137e-10    1.371828e-10 
6.944139e-07    6.946343e-08    6.946564e-09    6.946586e-10    1.389318e-10 
7.032640e-07    7.034901e-08    7.035127e-09    7.035150e-10    1.407030e-10 
7.122268e-07    7.124587e-08    7.124819e-09    7.124842e-10    1.424969e-10 
7.213038e-07    7.215417e-08    7.215655e-09    7.215679e-10    1.443136e-10 
7.304965e-07    7.307405e-08    7.307649e-09    7.307673e-10    1.461535e-10 
7.398063e-07    7.400565e-08    7.400815e-09    7.400840e-10    1.480169e-10 
7.492346e-07    7.494913e-08    7.495170e-09    7.495195e-10    1.499040e-10 
7.587831e-07    7.590464e-08    7.590727e-09    7.590753e-10    1.518151e-10 
7.684532e-07    7.687233e-08    7.687503e-09    7.687530e-10    1.537506e-10 
7.782466e-07    7.785235e-08    7.785512e-09    7.785540e-10    1.557108e-10 
7.881646e-07    7.884487e-08    7.884771e-09    7.884799e-10    1.576960e-10 
7.982090e-07    7.985004e-08    7.985295e-09    7.985324e-10    1.597065e-10 
8.083814e-07    8.086802e-08    8.087101e-09    8.087131e-10    1.617427e-10 
8.186833e-07    8.189898e-08    8.190205e-09    8.190235e-10    1.638048e-10 
8.291165e-07    8.294309e-08    8.294623e-09    8.294654e-10    1.658931e-10 
8.396826e-07    8.400050e-08    8.400372e-09    8.400405e-10    1.680082e-10 
8.503833e-07    8.507139e-08    8.507470e-09    8.507503e-10    1.701501e-10 
8.612202e-07    8.615594e-08    8.615933e-09    8.615967e-10    1.723194e-10 
8.721952e-07    8.725431e-08    8.725779e-09    8.725814e-10    1.745163e-10 
8.833100e-07    8.836668e-08    8.837025e-09    8.837061e-10    1.767413e-10 
8.945664e-07    8.949324e-08    8.949690e-09    8.949726e-10    1.789946e-10 
9.059662e-07    9.063415e-08    9.063791e-09    9.063828e-10    1.812766e-10 
9.175111e-07    9.178961e-08    9.179346e-09    9.179385e-10    1.835878e-10 
9.292031e-07    9.295980e-08    9.296375e-09    9.296414e-10    1.859284e-10 
9.410441e-07    9.414490e-08    9.414896e-09    9.414936e-10    1.882988e-10 
9.530358e-07    9.534512e-08    9.534927e-09    9.534969e-10    1.906995e-10 
9.651803e-07    9.656063e-08    9.656490e-09    9.656532e-10    1.931307e-10 
9.774795e-07    9.779164e-08    9.779601e-09    9.779645e-10    1.955930e-10 
9.899353e-07    9.903835e-08    9.904283e-09    9.904328e-10    1.980866e-10 
1.002550e-06    1.003009e-07    1.003055e-08    1.003060e-09    2.006121e-10 
1.015325e-06    1.015796e-07    1.015843e-08    1.015848e-09    2.031697e-10 
1.028263e-06    1.028746e-07    1.028795e-08    1.028799e-09    2.057600e-10 
1.041365e-06    1.041861e-07    1.041911e-08    1.041916e-09    2.083832e-10 
1.054635e-06    1.055143e-07    1.055194e-08    1.055199e-09    2.110400e-10 
1.068073e-06    1.068595e-07    1.068647e-08    1.068652e-09    2.137305e-10 
1.081683e-06    1.082218e-07    1.082271e-08    1.082277e-09    2.164554e-10 
1.095466e-06    1.096014e-07    1.096069e-08    1.096075e-09    2.192151e-10 
1.109424e-06    1.109987e-07    1.110043e-08    1.110049e-09    2.220099e-10 
1.123560e-06    1.124138e-07    1.124195e-08    1.124201e-09    2.248403e-10 
1.137876e-06    1.138469e-07    1.138528e-08    1.138534e-09    2.277068e-10 
1.152375e-06    1.152982e-07    1.153043e-08    1.153049e-09    2.306099e-10 
1.167058e-06    1.167681e-07    1.167743e-08    1.167749e-09    2.335500e-10 
1.181928e-06    1.182567e-07    1.182631e-08    1.182637e-09    2.365276e-10 
1.196987e-06    1.197643e-07    1.197708e-08    1.197715e-09    2.395431e-10 
1.212239e-06    1.212911e-07    1.212978e-08    1.212985e-09    2.425971e-10 
1.227684e-06    1.228373e-07    1.228442e-08    1.228449e-09    2.456900e-10 
1.243326e-06    1.244033e-07    1.244104e-08    1.244111e-09    2.488223e-10 
1.259167e-06    1.259893e-07    1.259965e-08    1.259972e-09    2.519946e-10 
1.275210e-06    1.275954e-07    1.276029e-08    1.276036e-09    2.552073e-10 
1.291457e-06    1.292220e-07    1.292297e-08    1.292304e-09    2.584610e-10 
1.307912e-06    1.308694e-07    1.308772e-08    1.308780e-09    2.617562e-10 
1.324575e-06    1.325378e-07    1.325458e-08    1.325466e-09    2.650933e-10 
1.341451e-06    1.342274e-07    1.342356e-08    1.342365e-09    2.684731e-10 
1.358541e-06    1.359386e-07    1.359470e-08    1.359479e-09    2.718959e-10 
1.375850e-06    1.376715e-07    1.376802e-08    1.376811e-09    2.753623e-10 
1.393378e-06    1.394266e-07    1.394355e-08    1.394364e-09    2.788729e-10 
